Id,Name,Description,Professional_Role_Id,Professional_Role
128951898,Диджитал верстальщик в Figma,"<p>Ищем опытного диджитал верстальщика в Figma с опытом от года.</p> <div><br /><strong>Вас ждут следующие задачи:</strong></div> <ul> <li>Верстка лендингов, баннеров, интерфейсов для крупных сетевых клиентов</li> <li>Верстка ресайзов</li> <li>Создание шаблонов для равзверсток на различные форматы</li> </ul> <p><strong>Мы ждём, что вы обладаете навыками:</strong></p> <ul> <li>Auto Layout</li> <li>Умеете работать с компонентами и их вариантами</li> <li> <div>Понимаете Design Tokens и системы переменных Variables</div> </li> <li> <div>Обладаете знаниями в области дизайн-систем и имеете опыт их построения</div> </li> <li>Преимуществом будет наличие навыков автоматизации</li> <li>Также Вашим преимуществом будет умение работать с ИИ, знание Lottie animation, обладание художественным вкусом</li> </ul> <p><strong>Предлагаем:</strong></p> <ul> <li>Официальное оформление по ТК РФ</li> <li>График работы 5/2 с 10:00 до 19:00</li> <li>Работа в уютном офисе с удобной транспортной доступностью</li> <li>Дружный и поддерживающий коллектив, уютная атмосфера</li> <li>Финансовые условия обсуждаются с каждым соискателем на собеседовании.</li> </ul>",34,"Дизайнер, художник"
128968578,Специалист сопровождения системы Босс-Кадровик,"<p><strong>Компания «Ай-Теко» - ведущий российский системный интегратор и поставщик информационных технологий для корпоративных заказчиков. Активно действует на рынке IT России с 1997 года, входит в ТОП-400 крупнейших российских компаний, ТОП-10 крупнейших IT-компаний России.</strong></p> <p><strong>Чем предстоит заниматься:</strong></p> <ul> <li>Сопровождение информационной системы на базе Босс-кадровик;</li> <li>Общение с Заказчиком, выстраивание конструктивных и взаимовыгодных отношений.</li> </ul> <p><strong>Что ожидаем от кандидата:</strong></p> <ul> <li>Опыт работы в командах в рамках управления сервисом;</li> <li>Опыт работы с HCM системами (БОСС-Кадровик);</li> <li>Опыт работы по сопровождению ИТ систем. </li> </ul> <strong>Будет преимуществом:</strong> <ul> <li>Знания и ориентация в предметной области : расчет зарплаты и управление персоналом/трудовое законодательство. </li> </ul> <p><strong>Что мы предлагаем:</strong></p> <ul> <li>Работа в стабильной IT-компании, аккредитованной Минцифрой РФ;</li> <li>Трудоустройство по ТК РФ c первого дня, официальная заработная плата;</li> <li>Корпоративный ДМС с первого месяца работы;</li> <li>Формат работы - удаленный;</li> <li>Корпоративная программа скидок и привилегий BestBenefits.</li> </ul>",10,Аналитик
127986640,Главный специалист отдела безопасности и защиты информации,"<p>Обязанности:</p> <p>Обеспечение технической безопасности, обеспечение защиты информации.</p> <p>Требования: образование высшее техническое или среднетехническое и стаж работы по направлению профессиональной деятельности не менее 2 лет; обладание навыками разработки нормативных документов, технических заданий, договорных материалов по технической укрепленности объектов, их оснащения инженерно-техническими средствами охраны (далее – ИТСО); обладание навыками обеспечения функционирования ИТСО (в т.ч. СОПТС, СКУД), аналоговых и цифровых систем видеонаблюдения; свободное владение компьютером на уровне продвинутого пользователя.</p> <p>Условия:</p> <p>Оформление приема на работу с первого дня трудоустройства.</p> <p>Оплата труда: оклад + ежемесячная премия по результатам работы. Выплата заработной платы 2 раза в месяц за фактически отработанное время.</p> <p>Ежегодный основной оплачиваемый отпуск 28 календарных дней, предоставляются по графику, к отпуску производится единовременная выплата.</p>",116,Специалист по информационной безопасности
129154223,Менеджер проектов,"<strong>Обязанности:</strong> <p>- Организация, согласование, защита, сопровождение, закрытие проектов</p> <p>- Ведение переговоров с корпоративными клиентами (руководители компаний и подразделений, ведущие специалисты и начальники отделов) по всем видам коммуникации (телефон, переписка, личные встречи)</p> <p>- Планирование и отчетность</p> <p>- Преддоговорная и договорная работа</p> <p>- Подготовка ТКП для заказчика, чтение технической документации</p> <p>- Решение спорных вопросов, возникающих в процессе сотрудничества с существующими клиентами, направленное на удержание и повышение лояльности существующих клиентов</p> <strong>Требования:</strong> <p>- Среднее техническое/высшее образование, ответственность, коммуникабельность, трудолюбие, целеустремленность</p> <p>- Опыт работы в сфере промышленного оборудования</p> <p>- Работа с компьютером, MS Office - опытный пользователь</p> <p>- Навыки переговорного процесса, знание техники переговоров</p> <p>- Умение выстраивать контакты<br /><br />- Нацеленность на результат</p> <p>- Готовность к командировкам</p> <p><strong>Условия:</strong></p> <p>- Работа в стабильной, современной, развивающейся компании, работающей в сфере нефти и газа</p> <p>- Оформление по ТК, соцпакет</p> <p>- График работы 5/2 с 08.00 до 17.00</p> <p>- Белая заработная плата по структуре: оклад + бонусная часть (обсуждается с каждым кандидатом)</p> <p>- Интересные проекты, карьерный рост</p> <p>- Демократичная корпоративная культура</p>",107,Руководитель проектов
129150978,Менеджер ИИ-проектов,"<p><strong>Vivanti — ведущее инновационное агентство фармацевтического маркетинга и цифровых технологий с 14-летним опытом.</strong></p> <p><strong>Наша миссия — быть катализатором цифровой трансформации в фармацевтике, объединяя решения на базе искусственного интеллекта с медицинской экспертизой для создания инновационных продуктов и сервисов. Мы являемся пионерами в применении ИИ в сфере life sciences — от предиктивной аналитики и автоматизации маркетинга до интеллектуальных обучающих систем. Наши решения помогают компаниям менять подход к взаимодействию с медицинскими специалистами, повышая стандарты здравоохранения и качество жизни пациентов.</strong></p> <p> </p> <p> </p> <p><strong>Требования:</strong></p> <ul> <li>высшее образование (желательно техническое или управленческое);</li> <li>умение работать в команде и в условиях сжатых сроков;</li> <li>умение организовать и контролировать работу распределенных проектных команд;</li> <li>умение проанализировать задачу и предложить оптимальный способ решения;</li> <li>навыки эффективного общения с клиентами и подрядчиками;</li> <li>проактивность в работе;</li> <li>приветствуется знание английского языка от уровня B2.</li> </ul> <p> </p> <p><strong>Основные задачи:</strong></p> <ul> <li>Вести ИИ-проекты и продукты от инициации до завершения: формировать цели, задачи, план работ, необходимые статусы и отчёты.</li> <li>Планировать технические ресурсы и сроки поставок;</li> <li>Организовывать работу проектной команды (дизайн, веб-разработка, ML/AI, медицинские эксперты);</li> <li>Вести коммуникацию с клиентами/контрагентами и внутренними командами: проводить встречи, фиксировать договорённости и контролировать их выполнение;</li> <li>Готовить и поддерживать проектную документацию: техническое задание на разработку продукта / фичи, бриф для команды на основе ТЗ, план-график/диаграмму Ганта, список задач, роли и зоны ответственности;</li> <li>Управлять изменениями: фиксировать и согласовывать изменения требований и сроков, заранее предупреждать о влиянии на план/бюджет;</li> <li>Участвовать в финансовой части проекта совместно с руководителем;</li> <li>Контролировать соблюдение бюджета и рентабельности проекта;</li> <li>Обеспечивать своевременное предоставление материалов и согласований со стороны клиента/контрагента;</li> <li>Участвовать в подготовке тендеров по запросу;</li> <li>Поддерживать порядок в проектных материалах;</li> <li>Активно принимать участие в разработке продуктов.</li> </ul> <p> </p> <p><strong>Условия:</strong></p> <ul> <li>перспективы профессионального и карьерного роста;</li> <li>интересные задачи, крупные клиенты;</li> <li>профессиональный и дружный коллектив;</li> <li>оформление и оплата труда по ТК;</li> <li>гибрид или удалённый формат работы;</li> <li>ДМС после закрытия ИС.</li> </ul>",107,Руководитель проектов
127780983,Системный администратор,"<p><strong>Обязанности:</strong></p> <ul> <li>Установка и настройка серверов,компьютеров,сетевого оборудования</li> <li>Управление серверным программным обеспечением (базы данных)</li> <li>Настройка коммутаторов ,принтеров</li> <li>Ремонт компьютеров (частично)</li> <li>Проверка работоспособности серверов и другого оборудования</li> <li>it безопасность</li> <li>Настройка учетных записей,новых учетных мест</li> <li>Решение проблем с доступом к системам и приложениям</li> <li>Управление правами доступа и разрешениями</li> <li>Бесперебойная работа видеонаблюдения</li> <li>Техническая поддержка сотрудников</li> </ul> <p> </p> <p><strong>Требования:</strong></p> <ul> <li>Высшее профильное образование</li> <li>Опыт работы от 3х лет</li> <li>Базовые знания 1С бухгалтерии/коммуникации с отделом 1С</li> <li>Знание ККМ, интеграция с системой</li> </ul> <p> </p> <p><strong>Условия:</strong></p> <ul> <li>График работы: 5/2, 8:00 - 17:00</li> <li>Уровень заработной платы - 100 тыс. руб.</li> <li>Официальное трудоустройство по ТК РФ</li> <li>Работа в комфортном и современном офисе в центре города</li> <li>Абонемент фитнес-центр за счёт компании (после испытательного срока)</li> <li>Коллективные мероприятия (поход в театр, кино, мастер-классы и т.д.)</li> </ul>",113,Системный администратор
128535560,Главный по наследию (1С Developer),"<p>Ищем не просто кодера, а технического лидера, который видит в legacy не груду устаревших строк, а карту для построения современных решений. Если ты готов не только чинить, но и перепроектировать, и если мысль о интеграции 1С с дроном или IoT-датчиком вызывает у тебя азарт — тебе точно к нам.</p> <p><strong>Чем предстоит заниматься:</strong></p> <ul> <li> <p>Глубокий анализ и рефакторинг legacy-кода (включая системы 2005-2010 гг.), перевод их на современные стандарты (БСП, ФП, ЧП).</p> </li> <li> <p>Проектирование и разработка интеграций с внешними сервисами через REST API, SOAP, AMQP, работа с оборудованием (IoT, дроны, производственные линии).</p> </li> <li> <p>Оптимизация и автоматизация процессов в 1С: от настройки асинхронных задач до внедрения CI/CD-подходов.</p> </li> <li> <p>Участие в код-ревью и менторинге junior-разработчиков (если есть интерес).</p> </li> </ul> <p><strong>Идеальный кандидат — это вы, если:</strong></p> <ul> <li> <p>Опыт от 2 лет в коммерческой разработке на платформе &quot;1С:Предприятие&quot; (франчайзи или финтех/производство).</p> </li> <li> <p>Глубокое понимание архитектуры 1С, умение работать с БСП, УФ, ЧП, ФП.</p> </li> <li> <p>Навыки интеграций: опыт с API, веб-сервисами, сторонними СУБД (PostgreSQL, MongoDB).</p> </li> <li> <p>Знание смежных технологий: Git, Docker, Linux, Python/JS для скриптования (плюс в карму).</p> </li> <li> <p>Английский на уровне чтения техдокументации (без паники, если в логах ошибки на английском).</p> </li> </ul> <p><strong>Что предлагаем:</strong></p> <ul> <li> <p>Доход до 200 000 ₽ на руки (оклад + бонусы за сложность проектов и дедлайны).</p> </li> <li> <p>Оформление по ТК РФ с первого дня (аккредитованная IT-компания).</p> </li> <li> <p>Гибридный график: 2-3 дня в офисе в Липецке, остальное — удалёнка.</p> </li> <li> <p>Свободу действий: выбор инструментов, влияние на архитектуру, время на R&amp;D (10% рабочего времени).</p> </li> <li> <p>Персонализированные решения для работы (спец. мониторы, ПК)</p> </li> <li> <p>Развитие: курсы, конференции за счёт компании, карьерный рост до team-lead.</p> </li> </ul> <p> </p> <p> </p> <p> </p> <p><em>P.S.</em></p> <p><em>Если в сопроводительном письме расскажете, как однажды переписали монолит на микросервисы или интегрировали 1С с нейросетью — устроим внеочередное интервью. Если упомянете самый странный баг в вашей практике — считайте, что мы уже на одной волне.</em></p> <p><em>Готовы менять наследие прошлого в технологии будущего? Присылайте резюме!</em></p>",96,"Программист, разработчик"
128694859,Методолог 1С:ERP,"<p>Нашему партнеру требуется<strong> Методолог 1С:ERP (аналитик).</strong></p> <p>В поиске активного, амбициозного, целеустремлённого и замотивированного специалиста в своём деле.</p> <p><strong>Условия:</strong></p> <ul> <li><strong>Аккредитованная IT компания;</strong></li> <li>Работа в стабильной и активно растущей компании;</li> <li>Социальная защищенность - официальное трудоустройство, все гарантии, предусмотренные ТК РФ;</li> <li> <p>Достойная <strong>белая заработная плата от 170 000 р. на руки</strong> (после испытательного срока<strong> 200 000р.</strong>)<strong>;</strong></p> </li> <li>Удобный график работы (5/2, 8-16:30/17:00, суббота и воскресенье выходной);</li> <li>Современный офис, оборудованный всем необходимым для комфортной работы;</li> <li>Удобное местоположение офиса, с удобно транспортной развязкой по адресу ул. Оренбургский тракт 213;</li> <li>Комфортный ввод в должность, информативный адаптационный период;</li> <li>При поездках на работу на личном транспорте, предоставляется парковочное место;</li> <li>Компенсация междугородних командировок;</li> <li>Возможность профессионального и карьерного роста.</li> </ul> <p><strong>Обязанности:</strong></p> <ul> <li>Участие в проектах внедрения ERP на базе «1С: Предприятие 8»;</li> <li>Проведение обследования и формализация требований Клиента;</li> <li>Моделирование бизнес-процессов;</li> <li>Проектирование решений и их согласование;</li> <li>Обучение пользователей работе в 1С:ERP, консультирование по вопросам учета;</li> <li>Поиск ошибок в ведении учета, предоставление рекомендаций по их устранению;</li> <li>Помощь в сдаче отчетности;</li> <li>Написание ТЗ на разработку;</li> <li>Оценка трудозатрат разработчика;</li> <li>Составление Отчетов по обследованию.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Глубокие методологические знания продукта 1С:ERP на уровне эксперта (в том числе блок ТОиР, <strong><em>производство, бюджетирование)</em></strong>, наличие профессиональных сертификатов</li> <li>Умение грамотно и корректно общаться с клиентами и коллегами;</li> <li>Знания на уровне 1С - Специалист;</li> <li>Умение моделировать бизнес-процессы;</li> <li>Знание базовых бухгалтерских регламентированных отчетов;</li> <li>Умение формировать ТЗ по требованиям клиентов;</li> <li><strong>Готовность к командировкам.</strong></li> </ul>",155,Методолог
128587738,"Senior ML Engineer (в Бильбао, Испания)","<p><strong>The_Covert — </strong>международная группа IT-компаний с более чем 15-летним опытом создания собственных продуктов и сервисов.</p> <p><strong>Мы разрабатываем высоконагруженные финансовые технологии для торговли и управления капиталом</strong>, а также решения для B2B-сегмента, сервисы по управлению личными финансами, инструменты финансовой аналитики и глобальные медиапроекты.</p> <p>Мы объединяем <strong>Big Data, Data Science, Machine Learning и финансы</strong>, чтобы создавать продукты мирового уровня. В нашей команде — выпускники ИТМО, МФТИ, ВШЭ, Бауманки, СПбГУ и инженеры, которым интересно <strong>решать нетривиальные технологические задачи </strong>и расти вместе с компанией.</p> <p> </p> <p><strong>Мы ищем:</strong></p> <p><strong>Senior ML Engineer</strong>, который уже строил LLM-агентов и RAG-системы в проде и умеет не только “собрать пайплайн”, но и двигать качество через гипотезы и эксперименты.</p> <p>Нам нужен человек с мышлением <strong>research-minded инженера</strong>: быстро проверять идеи, превращать их в работающий прототип, измерять результат, а затем доводить до стабильного production-решения. Важна самостоятельность и ответственность за итог: “нашли рычаг → доказали метриками → внедрили → мониторим”. На практике это значит, что тебе нужно будет делать вещи типа:</p> <ul> <li> <p>Как построить оценку качества работы агента: какие метрики нужны (task success, tool success, latency/cost, hallucination rate), как собрать датасет, как делать offline/online eval, как организовать регрессии и алерты.</p> </li> <li> <p>Будет ли кодовый агент работать лучше, чем текущий агент на наборе тулов: сравнить подходы (tool-based vs code-execution / codegen), определить критерии “лучше”, сделать A/B или controlled rollout, посчитать качество/стоимость/риски.</p> </li> <li> <p>Как повысить качество RAG на 30%: улучшить retrieval (чанкинг, query rewriting, hybrid search), reranking, контекст-композицию, dedup/anti-leak, grounding, а затем подтвердить прирост на бенчмарке и в прод-метриках.</p> <p><br /><strong>Нам важно, что:</strong></p> </li> <li> <p>Ты не боишься “непонятных задач”, где нет готового решения и нужно самому сформулировать: что измеряем, как проверяем, что считаем успехом.</p> </li> <li> <p>Ты умеешь балансировать скорость и качество: быстро экспериментировать, но при этом держать в голове надёжность, наблюдаемость и воспроизводимость.</p> </li> <li> <p>Ты умеешь писать (и вайбкодить) код, от которого продуктовые разработчики не хватаются за наган.</p> <p><br /><strong>Требования:</strong></p> </li> <li> <p>Общий опыт разработки: от 5 лет;</p> </li> <li> <p>Опыт в продуктах вокруг LLM / агентов: от 2 лет;</p> </li> <li> <p>Построил(а) хотя бы:</p> <ul> <li> <p>Одну RAG/поисковую систему с пайплайнами retrieval → rerank → generation;</p> </li> <li> <p>Одного агента (tool-use / multi-step / workflows);</p> </li> <li> <p>У этих систем есть реальные пользователи;</p> </li> </ul> </li> <li> <p>Асинхронный Python: asyncio, threads;</p> </li> <li> <p>Промптинг для LLM: system prompt / user prompt / few-shot, шаблоны, контекст, инструкции;</p> </li> <li> <p>Как устроены современные LLM: трансформеры, обучение, инференс, сервинг;</p> </li> <li> <p>Свежие модели и их отличия (качество / скорость / контекст / стоимость / мультимодальность и т.д.);</p> </li> <li> <p>MCP (Model Context Protocol);</p> </li> <li> <p>Методология ML: train/val/test, метрики, базовые принципы оценки;</p> </li> <li> <p>Контроль качества ответов агентов:</p> <ul> <li> <p>Мониторинг, метрики, guardrails, регрессии, алерты, человеческая разметка/feedback loops;</p> </li> <li> <p>Фреймворки/подходы для агентов: fastmcp, mcp-use, OpenAI Agents SDK и аналоги;</p> </li> </ul> </li> <li> <p>Токенизация:</p> <ul> <li> <p>Как работает токенизация;</p> </li> <li> <p>Какие токенайзеры актуальны, влияние на контекст / стоимость/ лимиты;</p> </li> </ul> </li> <li> <p>RAG-пайплайны:</p> <ul> <li> <p>Компоненты (ингест / чанкинг / эмбеддинги/ векторное хранилище / retrieval / rerank /композиция контекста / генерация);</p> </li> <li> <p>Типовые проблемы и решения (галлюцинации, бедный ретривал, деградации, cold start, дрейф данных, дубликаты, latency);</p> </li> </ul> </li> <li> <p>Cursor и аналоги (Claude Code, Codex, Aider и т.п.): как пользоваться кодовыми агентами в разработке.</p> <p><br /><strong>Будет плюсом:</strong></p> </li> <li> <p>Опыт организации API: REST / gRPC / GraphQL;</p> </li> <li> <p>Понимание протокола HTTP;</p> </li> <li> <p>Работа с реляционными СУБД: PostgreSQL и аналогами;</p> </li> <li> <p>Знание распределённых и векторных хранилищ: Weaviate, Cassandra и др;</p> </li> <li> <p>Опыт с Python API-фреймворками: FastAPI, Flask и аналогами;</p> </li> <li> <p>Работа с системами фоновых задач: Celery, Taskiq, Airflow и др;</p> </li> <li> <p>Навыки контейнеризации: Docker, Kubernetes или Nomad;</p> </li> <li>Опыт работы с очередями и брокерами: Kafka, RabbitMQ, Redis и др. <p><br /><strong>Что предлагаем:</strong></p> </li> <li> <p>Гибкий график - сами решаете, когда начинать рабочий день;</p> </li> <li> <p>Релокацию в Бильбао для вас и семьи (оформление документов, помощь с переездом, адаптацией и питомцами);</p> </li> <li> <p>Отпуск без жёстких ограничений - берите, когда реально нужно;</p> </li> <li> <p>Атмосферу доверия и уважения к профессионалам, а не контроль ради контроля;</p> </li> <li> <p>Комфортный офис в уютном районе и регулярные активности для команды;</p> </li> <li> <p>Среду для роста: участие в архитектурных решениях, сложные задачи и коллеги, у которых можно учиться.<br /><br /><strong>📩 Хотите расти вместе с командой, решать нетривиальные задачи и жить в одном из красивых городов Европы? </strong><strong>Откликайтесь — давайте знакомиться!</strong></p> </li> </ul>",165,Дата-сайентист
119427120,Технический писатель/Инженер,"<p>ООО НПП «Доза» - успешно работает в области разработки приборов и систем радиационной безопасности с 1991 года. Основная специализация Компании - проектирование и производство систем радиационного контроля, систем аварийной сигнализации, а также разработка и поставка приборов радиационного контроля.</p> <p><strong>Обязанности:</strong></p> <ul> <li>Разработка текстовой, технической, программной, эксплуатационной и ремонтной документации;</li> <li>Осуществление процесса сбора, обработки, анализа и систематизации научно-технической информации с целью подготовки материалов для разработки и оформления документации;</li> <li>Взаимодействие с разработчиками изделий в рамках уточнения функциональных возможностей, и особенностей работы и устройства оборудования;</li> <li>Тестирование разрабатываемых изделий и программного обеспечения в рамках проверки конечного пользовательского продукта;</li> <li>Проведение работ, направленных на повышение уровня унификации, стандартизации и сертификации разрабатываемых изделий.</li> </ul> <strong>Требования:</strong> <ul> <li>Техническое образование или опыт работы от 1 года;</li> <li>Грамотная устная и письменная речь, хороший технический слог;</li> <li>Самостоятельная разработка технической/эксплуатационной документации с нуля (желательно);</li> <li>Опыт работы с нормативно-правовой документацией;</li> <li>Высокая обучаемость, способность к усвоению научно-технических знаний, ответственность, внимание к деталям.</li> </ul> <strong>Условия:</strong> <ul> <li>Работа в стабильной компании, официальное трудоустройство, белая заработная плата;</li> <li><strong>Место работы: г. Зеленоград, ул. Академика Валиева, д. 4;</strong></li> <li>Новый комфортабельный офис, оборудованные комнаты приема пищи на каждом этаже здания (чай, кофе, снеки за счет предприятия), в здании есть кафе / столовая;</li> <li>Оплачиваемые отпуск, больничный;</li> <li>График работы 5/2;</li> <li>ДМС - после испытательного срока - чем больше стаж, тем шире программа</li> <li>ДМС после 1 года работы в компании – расширенная программа со стоматологией + онкострахование</li> <li>Материальная поддержка сотрудников в важных жизненных событиях (бракосочетание / рождение ребенка / потеря близкого родственника);</li> <li>Обучение за счет компании (в рамках отраслевых и корпоративных программ обучения);</li> <li>Бесплатное изучение английского и китайского языков;</li> <li>Спортивные мероприятия: волейбол, футбол, йога, групповые тренировки (сформированы команды, регулярные бесплатные занятия в новом спортивном комплексе);</li> <li>Дружественная атмосфера, яркие корпоративные мероприятия и активная корпоративная жизнь.</li> </ul>",126,Технический писатель
128942505,Deep Learning Lead,"<p>Привет! 😊 На связи команда <strong>Innovative People</strong>! У нас открыта вакансия <strong>JDeep Learning Lead</strong> на крупный долгосрочный проект страхования.</p> <p><strong>Innovative People</strong> - группа компаний, которая 18 лет предоставляет комплексные услуги в сфере информационных технологий.</p> <p><strong>Описание проекта, куда ищем специалиста: </strong>создание универсальной автономной технологии, включающей Software и Hardware компоненты, R&amp;D, уникальный процесс тестирования и экосистему сервисов для обработки данных и управления автономным флотом автомобилей.</p> <p><em>💼 <strong>Что мы предлагаем:</strong></em></p> <ul> <li><strong>оформление в аккредитованную IT-компанию по ТК РФ;</strong></li> <li><strong>ДМС </strong>уже со второй недели: стоматология, вызов врача или скорой, полис для выезда за границу и скидка 15% для подключения родственников;</li> <li><strong>удаленный формат работы;</strong></li> <li>современную технику для комфортной работы;</li> <li>возможность участвовать в профильных конференциях (можно даже как спикер!), а также проходить курсы повышения квалификации;</li> <li>клуб разговорного английского - встречаемся 2 раза в неделю с коллегами и преподавателем в онлайн формате;</li> <li>классный корпоративный мерч - каждый год добавляем что-то новое;</li> <li>индивидуальные предложения от наших партнеров.</li> </ul> <p><em>💻 <strong>Чем предстоит заниматься: </strong></em></p> <p> </p> <ul> <li><strong>Лид определяет приоритеты R&amp;D-гипотез,</strong> утверждает исследовательские метрики;</li> <li><strong>Задаёт стандарты компонента в плане архитектур нейронных сетей,</strong> оценивает крупные архитектурные решения;</li> <li><strong>Определяет новые перспективные направления для R&amp;D;</strong></li> <li>Предлагает технические решения, контролирует их выполнение. Включается в написание кода, может самостоятельно проверить те гипотезы, что посчитает необходимым;</li> <li>Формирует планы команды;</li> <li>Запускает инициативы по оптимизации процессов, оценивает их эффективность;</li> <li>Отвечает за найм/адаптацию новых инженеров, оценивает эффективность работы;</li> <li>Предлагает и контролирует реализацию инициатив по улучшению рабочего процесса и инженерной культуры.</li> </ul> <p><em>🧩 <strong>Мы подходим друг другу если у тебя есть:</strong></em></p> <p> </p> <ul> <li>Знание математики и статистики;</li> <li>Глубокое знание архитектур нейронных сетей, которое позволяет генерировать работающие нетривиальные идеи и оценивать трейдоффы;</li> <li>Умение анализировать и систематизировать большой объем научной литературы, разрабатывать собственные подходы;</li> <li>Управленческий опыт: желательно 1-2 года, либо senior специалист с желанием вырасти до Лида.</li> </ul> <p><em>Если сейчас для тебя поиск не актуален, то у тебя есть возможность поучаствовать в нашей реферальной программе — за успешную рекомендацию можно получить бонус 💯 тыс. рублей.</em></p>",104,Руководитель группы разработки
118523358,Функциональный архитектор 1C:ЗУП,"<p>Команда 1С в КРОК – это больше 150 специалистов и управленцев, которые реализуют проекты федерального масштаба для управления производством, финансами и экономикой предприятий. Компания неоднократно становилась победителем в номинации «1С:Проект года» от фирмы «1С».</p> <p><br />Мы усиливаем практику 1С и приглашаем присоединиться к нашей команде ВЕДУЩЕГО КОНСУЛЬТАНТА или <strong>ФУНКЦИОНАЛЬНОГО АРХИТЕКТОРА 1C:ЗУП</strong></p> <p><strong>ВАШИ ЗАДАЧИ:</strong></p> <ul> <li>Участие в проектах по внедрению продуктов 1С в роли ведущего консультанта или функционального архитектора;</li> <li>Проведение обследования;</li> <li>Сбор и анализ требований к системе;</li> <li>Формирование и согласование проектной и пользовательской документации;</li> <li>Постановка задач аналитикам и разработчикам 1С;</li> <li>Функциональное тестирование внедряемых программных продуктов;</li> <li>Обучение и консультирование пользователей;</li> <li>Классификация и оценка запросов пользователей.</li> </ul> <p><strong>НАШИ ОЖИДАНИЯ:</strong></p> <ul> <li>Высшее образование (техническое или экономическое);</li> <li>Знание одной или нескольких функциональных областей: &quot;Кадровый учет и учет рабочего времени&quot;, &quot;Расчет и бухгалтерский учет заработной платы&quot;, &quot;Мотивация сотрудников&quot;, &quot;Подбор, адаптация и обучение сотрудников&quot;, &quot;Охрана труда&quot;;</li> <li>Хорошее знание программных продуктов: 1C:ЗУП и/или 1С:ЗУП КОРП, подтвержденное опытом;</li> <li>Опыт проектирования решений на платформе 1С (с глубокой кастомизацией типового и/или разработкой нового функционала), хорошее знание возможностей БСП и платформы 1С;</li> <li>Опыт работы на крупных проектах (от 5000 сотрудников) или желание его получить;</li> <li>Аналитическое мышление, нацеленность на результат, умение работать в команде и с конечным заказчиком;</li> <li>Презентационные навыки.</li> </ul> <p><strong>БУДЕТ ПЛЮСОМ:</strong></p> <ul> <li>Наличие сертификатов 1С;</li> <li>Знание других продуктов 1С;</li> <li>Опыт разработки на платформе 1С:Предприятие 8.</li> </ul> <p><strong>МЫ ПРЕДЛАГАЕМ:</strong></p> <ul> <li>Широкий стек технологий и проектов, возможность гибко строить свой карьерный трек;</li> <li>Зарплату, соответствующую опыту и навыкам, прозрачную систему мотивации;</li> <li>Работу в компании с аккредитацией в Минцифре;</li> <li>Поддержку профессионального развития – курсы и тренинги от корпоративного университета, внешнее обучение за счет компании;</li> <li>Возможность делиться экспертизой – выступать на внешних и внутренних митапах и конференциях, писать в техноблоги, участвовать в студенческих образовательных программах от brainz by CROC;</li> <li>Well-being-программы – расширенный пакет ДМС со стоматологией и психологом, телемедицина 24/7, hotline CROC (внутренняя система консультирования и оперативной помощи по вопросам здоровья);</li> <li>Спорт – сезонные спортивные программы, современный спортзал для занятий в офисе, беговой клуб, приложение Croc Sport, командные соревнования по популярным видам спорта;</li> <li>Яркая корпоративная жизнь – более 100 программ в год (совместные путешествия, праздники, тимбилдинги, клуб путешественников, случайный кофе);</li> <li>Комфортный офис с компенсацией питания в CROC Cafe, экосистемой сервисов, парковкой, корпоративным транспортом от метро.</li> </ul> <p><em>Данное описание не является офертой</em></p>",107,Руководитель проектов
